player,season,total_total_yellow_cards,total_total_red_cards,total_goals,total_shots
franck signorino,2013,12.0,0.0,0,70
franck signorino,2014,12.0,0.0,1,84
franck signorino,2015,32.0,0.0,0,114
franck signorino,2016,20.0,0.0,0,92
franck signorino,2017,8.0,0.0,0,27
franck tabanou,2012,16.0,6.0,3,172
franck tabanou,2013,24.0,6.0,4,219
franck tabanou,2014,8.0,0.0,3,126
franck tabanou,2015,24.0,0.0,1,133
franck tabanou,2016,0.0,6.0,0,27
franck tabanou,2017,12.0,0.0,0,19
franco brienza,2012,20.0,0.0,4,143
franco brienza,2013,8.0,0.0,1,74
franco brienza,2014,0.0,0.0,1,28
franco brienza,2015,8.0,0.0,8,126
franco brienza,2016,4.0,0.0,3,72
franco di santo,2014,24.0,6.0,4,125
franco di santo,2015,28.0,0.0,12,174
franco di santo,2016,12.0,0.0,2,80
franco di santo,2017,4.0,0.0,0,21
franco jara,2012,36.0,0.0,3,143
franco signorelli,2015,0.0,0.0,1,18
franco signorelli,2016,0.0,0.0,0,2
franco zuculini,2012,20.0,0.0,0,67
franco zuculini,2013,4.0,0.0,1,59
franco zuculini,2016,0.0,0.0,0,3
fraser forster,2015,4.0,0.0,0,14
fraser forster,2016,0.0,0.0,0,11
fraser forster,2017,8.0,0.0,0,2
fredrik ulvestad,2015,4.0,0.0,0,2
fuentes,2014,28.0,0.0,1,105
fuentes,2015,24.0,0.0,0,47
fuentes,2016,8.0,0.0,0,29
fuentes,2017,0.0,0.0,0,18
fynn arkenberg,2016,0.0,0.0,0,6
gabi,2012,52.0,0.0,3,171
gabi,2013,48.0,0.0,1,170
gabi,2014,44.0,0.0,3,162
gabi,2015,48.0,0.0,0,130
gabi,2016,48.0,0.0,1,137
gabi,2017,20.0,0.0,0,80
gabriel,2014,20.0,0.0,0,25
gabriel,2017,120.0,0.0,10,545
gabriel agbonlahor,2014,24.0,0.0,4,128
gabriel agbonlahor,2015,28.0,6.0,6,174
gabriel agbonlahor,2016,0.0,0.0,1,47
gabriel jesus,2017,0.0,0.0,0,4
gabriel mercado,2017,20.0,0.0,2,52
gabriel obertan,2015,0.0,0.0,1,23
gabriel obertan,2016,4.0,0.0,0,11
gabriel paletta,2012,28.0,0.0,3,94
gabriel paletta,2013,32.0,0.0,2,140
gabriel paletta,2014,28.0,0.0,0,67
gabriel paletta,2015,28.0,0.0,0,63
gabriel paletta,2016,20.0,12.0,1,79
gabriel paletta,2017,12.0,6.0,1,54
gabriel silva,2012,0.0,0.0,0,6
gabriel silva,2013,4.0,0.0,1,69
gabriel silva,2014,20.0,0.0,1,149
gabriel silva,2015,0.0,0.0,0,36
gabriel silva,2016,16.0,0.0,0,114
gabriel silva,2017,12.0,0.0,0,38
gabriel torje,2012,0.0,0.0,2,79
gabriel torje,2013,24.0,0.0,3,126
gabriel torje,2014,8.0,0.0,0,34
gabriele angella,2013,16.0,0.0,4,61
gabriele angella,2017,0.0,0.0,0,6
gabriele perico,2012,8.0,0.0,0,19
gabriele perico,2013,0.0,0.0,0,31
gabriele perico,2014,12.0,0.0,0,47
gabriele perico,2015,28.0,0.0,0,76
gaetano berardi,2013,20.0,0.0,0,67
gaetano berardi,2014,8.0,0.0,0,14
gaetano letizia,2016,20.0,0.0,1,145
gaetano masucci,2014,4.0,0.0,0,32
gaetano monachello,2016,8.0,0.0,0,33
ganso,2017,0.0,0.0,0,11
gareth bale,2014,12.0,0.0,15,140
gareth bale,2015,8.0,0.0,11,166
gareth bale,2016,8.0,0.0,19,139
gareth bale,2017,8.0,0.0,5,73
gareth barry,2014,32.0,0.0,2,115
gareth barry,2015,48.0,0.0,0,134
gareth barry,2016,28.0,0.0,0,105
gareth barry,2017,24.0,0.0,2,79
gareth mcauley,2014,4.0,0.0,2,83
gareth mcauley,2015,8.0,6.0,1,53
gareth mcauley,2016,16.0,6.0,3,103
gareth mcauley,2017,16.0,0.0,5,47
garry mendes rodrigues,2014,0.0,0.0,1,47
garry mendes rodrigues,2015,0.0,0.0,0,5
gary cahill,2014,8.0,0.0,1,73
gary cahill,2015,20.0,0.0,1,88
gary cahill,2016,8.0,0.0,2,69
gary cahill,2017,8.0,0.0,4,53
gary hooper,2014,0.0,0.0,6,77
gary hooper,2016,0.0,0.0,0,2
gary medel,2012,68.0,0.0,2,118
gary medel,2013,36.0,12.0,6,128
gary medel,2014,24.0,0.0,0,77
gary medel,2015,44.0,0.0,0,125
gary medel,2016,40.0,0.0,1,82
gary medel,2017,12.0,0.0,0,33
gaston brugman,2016,8.0,0.0,0,48
gaston brugman,2017,20.0,0.0,0,55
gauthier hein,2017,4.0,0.0,0,12
gautier lloris,2016,0.0,0.0,0,2
gelson fernandes,2012,16.0,0.0,1,46
gelson fernandes,2014,16.0,0.0,1,75
gelson fernandes,2015,36.0,0.0,0,103
gelson fernandes,2016,32.0,0.0,1,94
gelson fernandes,2017,20.0,0.0,1,41
genki haraguchi,2015,8.0,0.0,1,74
genki haraguchi,2016,16.0,0.0,2,116
genki haraguchi,2017,4.0,0.0,0,58
genki omae,2013,0.0,0.0,0,12
gennaro sardo,2012,28.0,0.0,1,77
gennaro sardo,2013,28.0,0.0,1,75
gennaro sardo,2014,24.0,6.0,2,113
gennaro sardo,2015,4.0,0.0,0,15
gennaro sardo,2016,8.0,0.0,1,10
geoff cameron,2014,20.0,0.0,1,79
geoff cameron,2015,16.0,0.0,0,62
geoff cameron,2016,0.0,6.0,0,64
geoff cameron,2017,0.0,0.0,0,22
geoffrey acheampong,2017,0.0,0.0,0,3
geoffrey jourdren,2012,8.0,0.0,0,29
geoffrey jourdren,2013,12.0,0.0,0,29
geoffrey jourdren,2014,8.0,6.0,0,35
geoffrey jourdren,2015,8.0,0.0,0,29
geoffrey jourdren,2016,8.0,0.0,0,11
geoffrey jourdren,2017,0.0,0.0,1,9
geoffrey kondogbia,2013,16.0,0.0,1,105
geoffrey kondogbia,2014,24.0,0.0,1,109
geoffrey kondogbia,2015,12.0,0.0,2,100
geoffrey kondogbia,2016,24.0,0.0,1,125
geoffrey kondogbia,2017,16.0,0.0,0,54
georg niedermeier,2012,20.0,0.0,0,83
georg niedermeier,2013,28.0,0.0,1,127
georg niedermeier,2014,20.0,6.0,1,76
georg niedermeier,2015,16.0,6.0,1,78
georg niedermeier,2016,20.0,0.0,5,57
georg niedermeier,2017,0.0,0.0,0,7
georg teigl,2017,4.0,0.0,0,9
george boyd,2014,8.0,0.0,2,65
george boyd,2015,28.0,0.0,5,149
george boyd,2017,8.0,0.0,1,59
george friend,2017,4.0,0.0,0,49
george honeyman,2016,0.0,0.0,0,1
george honeyman,2017,4.0,0.0,0,4
georges mandjeck,2012,36.0,0.0,0,117
georges mandjeck,2017,24.0,0.0,2,97
georginio wijnaldum,2016,4.0,0.0,11,130
georginio wijnaldum,2017,8.0,0.0,2,70
georgios samaras,2015,0.0,0.0,0,4
gerard moreno,2015,4.0,0.0,6,99
gerard moreno,2016,20.0,0.0,5,136
gerard moreno,2017,4.0,0.0,7,100
gerhard tremmel,2014,0.0,0.0,0,8
gerhard tremmel,2015,0.0,0.0,0,1
gerrit holtmann,2017,0.0,0.0,0,2
gerson,2017,8.0,0.0,0,16
giacomo bonaventura,2012,4.0,0.0,2,91
giacomo bonaventura,2013,32.0,0.0,7,177
giacomo bonaventura,2014,8.0,0.0,5,160
giacomo bonaventura,2015,20.0,0.0,7,191
giacomo bonaventura,2016,32.0,0.0,6,233
giacomo bonaventura,2017,12.0,0.0,2,113
giampaolo pazzini,2012,4.0,0.0,4,185
giampaolo pazzini,2013,28.0,0.0,15,151
giampaolo pazzini,2014,4.0,0.0,2,73
giampaolo pazzini,2015,8.0,0.0,4,86
giampaolo pazzini,2016,20.0,0.0,6,180
giampiero pinzi,2012,44.0,0.0,2,128
giampiero pinzi,2013,36.0,0.0,3,83
giampiero pinzi,2014,48.0,0.0,1,98
giampiero pinzi,2015,44.0,0.0,1,95
giampiero pinzi,2016,28.0,0.0,0,58
gian filippo felicioli,2015,0.0,0.0,0,1
giandomenico mesto,2012,36.0,0.0,0,129
giandomenico mesto,2013,4.0,0.0,1,32
giandomenico mesto,2014,8.0,0.0,0,34
giandomenico mesto,2015,4.0,0.0,0,13
gianluca caprari,2013,8.0,0.0,2,73
gianluca caprari,2014,0.0,0.0,0,3
gianluca caprari,2017,20.0,0.0,4,175
gianluca gaudino,2015,0.0,0.0,0,16
gianluca lapadula,2017,8.0,0.0,4,66
gianluca pegolo,2012,4.0,0.0,0,22
gianluca pegolo,2013,12.0,0.0,0,54
gianluca pegolo,2014,12.0,0.0,0,37
gianluca pegolo,2016,4.0,0.0,0,3
gianluca sansone,2013,12.0,0.0,3,123
gianluca sansone,2014,8.0,0.0,3,99
gianluca sansone,2015,0.0,0.0,0,6
gianluigi buffon,2012,0.0,0.0,0,21
gianluigi buffon,2013,0.0,0.0,0,17
gianluigi buffon,2014,0.0,6.0,0,23
gianluigi buffon,2015,0.0,0.0,0,19
gianluigi buffon,2016,4.0,0.0,0,14
gianluigi buffon,2017,0.0,0.0,0,3
gianluigi donnarumma,2016,8.0,0.0,0,19
gianluigi donnarumma,2017,8.0,0.0,0,9
giannelli imbula,2015,0.0,6.0,0,7
giannelli imbula,2016,16.0,0.0,2,64
giannelli imbula,2017,4.0,0.0,1,26
gianni bruno,2012,4.0,0.0,1,17
gianni bruno,2013,8.0,0.0,0,27
gianni bruno,2014,20.0,6.0,8,142
gianni bruno,2015,0.0,0.0,2,101
gideon jung,2016,16.0,0.0,0,57
gideon jung,2017,4.0,0.0,0,38
giedrius arlauskis,2016,0.0,0.0,0,1
gil,2012,24.0,0.0,1,78
gil,2013,0.0,6.0,1,47
gilles cioni,2013,0.0,0.0,0,51
gilles cioni,2014,4.0,0.0,0,9
gilles cioni,2015,8.0,0.0,0,28
gilles cioni,2016,8.0,6.0,0,40
gilles cioni,2017,24.0,0.0,0,38
gilles sunu,2012,0.0,0.0,1,56
gilles sunu,2013,0.0,0.0,3,30
gilles sunu,2014,0.0,0.0,1,39
gilles sunu,2015,12.0,0.0,4,109
gilles sunu,2016,16.0,0.0,2,172
gilles sunu,2017,4.0,0.0,0,45
gino peruzzi,2014,40.0,0.0,1,84
giorgio chiellini,2012,24.0,0.0,2,158
giorgio chiellini,2013,20.0,0.0,1,117
giorgio chiellini,2014,20.0,0.0,3,145
giorgio chiellini,2015,28.0,0.0,0,126
giorgio chiellini,2016,20.0,0.0,0,77
giorgio chiellini,2017,8.0,0.0,2,57
giovani dos santos,2013,16.0,0.0,6,160
giovani dos santos,2014,8.0,0.0,11,164
giovani dos santos,2015,20.0,0.0,1,105
giovanni simeone,2017,8.0,0.0,8,122
giovanni sio,2012,4.0,0.0,0,35
giovanni sio,2013,16.0,6.0,4,144
giovanni sio,2015,8.0,6.0,5,75
giovanni sio,2016,48.0,0.0,7,195
giovanni sio,2017,12.0,0.0,5,113
giulio donati,2014,16.0,0.0,0,73
giulio donati,2015,4.0,6.0,0,22
giulio donati,2016,28.0,6.0,0,102
giulio donati,2017,0.0,0.0,0,51
giulio migliaccio,2012,28.0,0.0,2,110
giulio migliaccio,2013,20.0,0.0,1,63
giulio migliaccio,2014,24.0,0.0,1,63
giulio migliaccio,2015,32.0,0.0,1,72
giulio migliaccio,2016,8.0,6.0,0,34
giuseppe bellusci,2012,28.0,0.0,0,123
giuseppe bellusci,2013,52.0,0.0,0,122
giuseppe bellusci,2014,28.0,0.0,0,90
giuseppe bellusci,2017,36.0,0.0,1,57
giuseppe de luca,2013,20.0,0.0,2,70
giuseppe de luca,2014,8.0,0.0,4,55
giuseppe panico,2016,0.0,0.0,0,1
giuseppe pezzella,2016,0.0,0.0,0,26
giuseppe pezzella,2017,4.0,0.0,0,10
giuseppe rizzo,2013,16.0,6.0,0,38
giuseppe rossi,2012,12.0,0.0,3,69
giuseppe rossi,2014,4.0,0.0,16,121
giuseppe rossi,2016,8.0,0.0,6,99
giuseppe rossi,2017,4.0,0.0,1,32
giuseppe vives,2013,36.0,0.0,0,126
giuseppe vives,2014,60.0,0.0,1,158
giuseppe vives,2015,32.0,0.0,1,115
giuseppe vives,2016,44.0,0.0,1,118
giuseppe vives,2017,0.0,6.0,0,12
glen johnson,2014,8.0,0.0,1,81
glen johnson,2015,8.0,0.0,1,43
glen johnson,2016,4.0,0.0,0,61
glen johnson,2017,4.0,0.0,0,30
glenn loovens,2013,40.0,0.0,0,65
glenn murray,2014,4.0,0.0,1,44
glenn murray,2015,20.0,0.0,7,117
glenn murray,2016,8.0,0.0,3,86
glenn whelan,2014,24.0,0.0,0,87
glenn whelan,2015,20.0,0.0,0,82
glenn whelan,2016,24.0,0.0,0,80
glenn whelan,2017,8.0,0.0,1,36
godfred donsah,2014,4.0,0.0,0,3
godfred donsah,2015,4.0,0.0,2,54
godfred donsah,2016,8.0,0.0,2,60
godfred donsah,2017,0.0,0.0,0,6
gonzalo bergessio,2012,8.0,0.0,7,224
gonzalo bergessio,2013,28.0,0.0,13,274
gonzalo bergessio,2014,36.0,0.0,10,227
gonzalo bergessio,2015,0.0,0.0,1,48
gonzalo castellani,2012,4.0,0.0,0,19
gonzalo castro,2012,80.0,12.0,16,504
gonzalo castro,2013,56.0,0.0,26,494
gonzalo castro,2014,64.0,0.0,12,328
gonzalo castro,2015,48.0,0.0,12,354
gonzalo castro,2016,16.0,0.0,6,244
gonzalo castro,2017,56.0,0.0,6,196
gonzalo escalante,2016,56.0,0.0,3,142
gonzalo escalante,2017,20.0,0.0,1,49
gonzalo jara,2015,16.0,0.0,0,40
gonzalo jara,2016,4.0,0.0,0,11
goran pandev,2012,4.0,6.0,6,121
goran pandev,2013,12.0,0.0,6,144
goran pandev,2014,12.0,0.0,7,94
goran pandev,2016,0.0,6.0,0,69
goran pandev,2017,0.0,6.0,0,21
graham dorrans,2014,12.0,0.0,2,39
graham dorrans,2015,20.0,0.0,1,66
graham dorrans,2016,8.0,0.0,0,42
granit xhaka,2013,16.0,0.0,1,85
granit xhaka,2014,36.0,0.0,0,99
granit xhaka,2015,48.0,0.0,2,202
granit xhaka,2016,36.0,6.0,3,161
granit xhaka,2017,8.0,12.0,1,56
grant leadbitter,2017,0.0,0.0,1,10
gregoire defrel,2015,28.0,0.0,9,188
gregoire defrel,2016,16.0,0.0,7,146
gregoire defrel,2017,0.0,0.0,6,89
gregory van der wiel,2013,28.0,0.0,1,64
gregory van der wiel,2014,8.0,0.0,0,61
gregory van der wiel,2015,12.0,6.0,2,63
gregory van der wiel,2016,8.0,0.0,2,37
grejohn kyei,2015,4.0,0.0,1,12
grejohn kyei,2016,8.0,0.0,2,44
grzegorz krychowiak,2012,0.0,0.0,0,5
grzegorz krychowiak,2013,32.0,0.0,4,205
grzegorz krychowiak,2014,36.0,0.0,4,180
grzegorz krychowiak,2015,48.0,6.0,2,162
grzegorz krychowiak,2016,24.0,0.0,2,133
grzegorz krychowiak,2017,8.0,0.0,0,28
guerrero,2016,8.0,0.0,1,46
guerrero,2017,8.0,0.0,3,59
guglielmo stendardo,2012,16.0,6.0,0,63
guglielmo stendardo,2013,36.0,0.0,2,116
guglielmo stendardo,2014,36.0,0.0,2,106
guglielmo stendardo,2015,20.0,0.0,2,94
guglielmo stendardo,2016,20.0,0.0,1,46
guglielmo stendardo,2017,0.0,0.0,0,4
guido burgstaller,2017,0.0,0.0,1,7
guido carrillo,2016,12.0,0.0,5,111
guido carrillo,2017,0.0,0.0,7,35
guido marilungo,2012,16.0,0.0,4,76
guido marilungo,2013,0.0,0.0,0,4
guido marilungo,2014,0.0,0.0,0,10
guido marilungo,2015,0.0,0.0,1,43
guido marilungo,2017,8.0,0.0,0,45
guido milan,2015,24.0,6.0,1,83
guido milan,2017,8.0,0.0,1,27
guilherme,2015,72.0,0.0,0,456
guilherme,2016,12.0,0.0,0,66
guilherme,2017,24.0,0.0,0,156
guillaume gillet,2015,24.0,0.0,2,127
guillaume gillet,2016,16.0,0.0,1,75
guillaume gillet,2017,8.0,0.0,2,59
guillaume hoarau,2012,12.0,0.0,4,62
guillaume hoarau,2013,0.0,0.0,1,11
guillaume hoarau,2014,0.0,0.0,3,68
guillermo,2014,0.0,0.0,1,32
guillermo,2015,4.0,0.0,0,35
guillermo molins,2013,0.0,0.0,0,6
guillermo ochoa,2012,8.0,0.0,0,47
guillermo ochoa,2013,12.0,0.0,0,45
guillermo ochoa,2014,4.0,0.0,1,42
guillermo ochoa,2016,0.0,0.0,0,10
guillermo ochoa,2017,4.0,0.0,0,5
guillermo sara,2014,4.0,0.0,0,10
guillermo varela,2016,4.0,0.0,0,16
guillermo varela,2017,4.0,0.0,0,5
gustavo cabral,2012,20.0,0.0,1,43
gustavo cabral,2013,52.0,0.0,2,93
gustavo cabral,2014,32.0,0.0,1,67
gustavo cabral,2015,32.0,6.0,1,95
gustavo cabral,2016,12.0,0.0,0,29
gustavo cabral,2017,4.0,0.0,0,4
guy demel,2014,8.0,0.0,2,75
guy demel,2015,0.0,0.0,0,6
habib diallo,2017,0.0,0.0,1,53
hachim mastour,2016,0.0,0.0,0,1
hadi sacko,2013,4.0,0.0,0,4
hadi sacko,2014,4.0,0.0,0,4
haitam aleesami,2017,16.0,0.0,0,65
hajime hosogai,2012,20.0,0.0,3,119
hajime hosogai,2013,4.0,0.0,0,41
hajime hosogai,2014,16.0,0.0,0,129
hajime hosogai,2015,20.0,0.0,0,78
hamidou keyta,2017,0.0,0.0,0,7
hany mukhtar,2014,0.0,0.0,0,15
haris medunjanin,2015,16.0,0.0,2,50
harrison reed,2014,0.0,0.0,0,1
harrison reed,2015,0.0,0.0,0,25
harrison reed,2017,0.0,0.0,0,1
harry arter,2016,28.0,0.0,1,85
harry arter,2017,24.0,0.0,0,82
harry kane,2014,0.0,0.0,4,47
harry kane,2015,16.0,0.0,22,227
harry kane,2016,20.0,0.0,26,292
harry kane,2017,0.0,0.0,13,99
harry maguire,2015,4.0,0.0,0,5
harry maguire,2017,12.0,0.0,0,55
harry winks,2017,0.0,0.0,1,19
hassan yebda,2012,8.0,0.0,0,24
hassan yebda,2013,0.0,0.0,0,1
hassan yebda,2014,24.0,0.0,1,56
hatem ben arfa,2014,0.0,0.0,1,60
hatem ben arfa,2015,4.0,0.0,0,13
hatem ben arfa,2016,8.0,0.0,17,174
hatem ben arfa,2017,4.0,0.0,0,34
hedwiges maduro,2012,4.0,0.0,0,14
hedwiges maduro,2013,16.0,0.0,0,40
heiko westermann,2012,24.0,0.0,1,113
heiko westermann,2013,16.0,0.0,3,126
heiko westermann,2014,12.0,0.0,3,87
heiko westermann,2015,16.0,0.0,0,91
heiko westermann,2016,28.0,0.0,2,76
heinz lindner,2017,0.0,0.0,0,1
hendrik hansen,2017,0.0,0.0,0,3
henning hauger,2012,0.0,0.0,0,2
henok goitom,2016,0.0,0.0,0,10
henri bedimo,2012,24.0,0.0,2,135
henri bedimo,2013,24.0,0.0,0,115
henri bedimo,2014,16.0,0.0,1,121
henri bedimo,2015,12.0,0.0,0,80
henri bedimo,2016,0.0,0.0,0,34
henri bedimo,2017,0.0,0.0,0,21
henri bienvenu,2016,0.0,0.0,0,8
henri saivet,2012,0.0,0.0,1,37
henri saivet,2013,4.0,0.0,8,128
henri saivet,2014,0.0,0.0,6,133
henri saivet,2015,8.0,0.0,0,49
henri saivet,2016,20.0,0.0,2,88
henri saivet,2017,8.0,0.0,1,30
henrikh mkhitaryan,2014,24.0,0.0,9,155
henrikh mkhitaryan,2015,16.0,0.0,3,154
henrikh mkhitaryan,2016,20.0,0.0,11,207
henrikh mkhitaryan,2017,4.0,0.0,2,51
hervin ongenda,2014,4.0,0.0,0,10
hervin ongenda,2015,4.0,0.0,0,46
hervin ongenda,2016,0.0,0.0,1,20
hilton,2012,8.0,6.0,1,108
hilton,2013,4.0,0.0,1,108
hilton,2014,16.0,6.0,3,104
hilton,2015,12.0,6.0,3,138
hilton,2016,12.0,6.0,1,118
hilton,2017,4.0,0.0,0,36
hiram boateng,2016,0.0,0.0,0,3
hiroki sakai,2013,12.0,0.0,0,34
hiroki sakai,2014,20.0,0.0,1,64
hiroki sakai,2015,28.0,0.0,0,87
hiroki sakai,2016,4.0,0.0,1,73
hiroki sakai,2017,4.0,0.0,0,42
holger badstuber,2012,20.0,0.0,0,96
holger badstuber,2013,0.0,0.0,0,23
holger badstuber,2015,0.0,0.0,0,18
holger badstuber,2016,0.0,0.0,0,10
hugo campagnaro,2012,12.0,0.0,2,114
hugo campagnaro,2013,32.0,0.0,1,114
hugo campagnaro,2014,16.0,0.0,0,59
hugo campagnaro,2015,12.0,0.0,0,38
hugo campagnaro,2017,24.0,0.0,3,43
hugo fraile,2012,0.0,0.0,0,1
hugo fraile,2013,0.0,0.0,0,3
hugo fraile,2016,0.0,0.0,0,3
hugo lloris,2012,0.0,0.0,1,33
hugo lloris,2014,4.0,0.0,0,28
hugo lloris,2015,0.0,0.0,0,33
hugo lloris,2016,0.0,0.0,0,31
hugo lloris,2017,0.0,0.0,0,3
hugo mallo,2013,12.0,0.0,0,83
hugo mallo,2014,36.0,0.0,0,128
hugo mallo,2015,24.0,0.0,1,86
hugo mallo,2016,28.0,0.0,1,102
hugo mallo,2017,24.0,6.0,2,45
hugo rodallega,2014,0.0,0.0,2,32
hugo rodriguez,2016,0.0,0.0,0,6
iago aspas,2013,16.0,6.0,12,242
iago aspas,2014,4.0,0.0,0,5
iago aspas,2015,8.0,0.0,2,33
iago aspas,2016,28.0,0.0,14,173
iago aspas,2017,24.0,0.0,11,117
ianis hagi,2017,0.0,0.0,0,1
ibrahim afellay,2012,0.0,0.0,0,4
ibrahim afellay,2013,8.0,0.0,2,46
ibrahim afellay,2016,12.0,6.0,2,103
ibrahim afellay,2017,0.0,0.0,0,9
ibrahim amadou,2016,8.0,0.0,1,57
ibrahim amadou,2017,12.0,0.0,0,40
ibrahima mbaye,2014,32.0,0.0,2,135
ibrahima mbaye,2015,0.0,0.0,0,8
ibrahima mbaye,2016,12.0,6.0,0,62
ibrahima mbaye,2017,4.0,0.0,1,11
ibrahima tandia,2012,0.0,0.0,0,1
idir ouali,2015,4.0,0.0,0,18
idriss saadi,2012,4.0,0.0,0,17
idriss saadi,2013,0.0,0.0,0,1
idriss saadi,2014,0.0,0.0,0,3
idrissa gueye,2014,24.0,0.0,1,166
idrissa gueye,2015,16.0,0.0,3,144
idrissa gueye,2016,40.0,0.0,0,171
idrissa gueye,2017,24.0,0.0,0,81
ignacio lores varela,2012,0.0,0.0,0,6
ignacio piatti,2012,4.0,0.0,0,29
ignacio scocco,2014,0.0,0.0,0,8
ignazio abate,2012,16.0,0.0,0,83
ignazio abate,2013,8.0,0.0,0,55
ignazio abate,2014,4.0,0.0,1,40
ignazio abate,2015,16.0,0.0,0,73
ignazio abate,2016,28.0,0.0,1,77
ignazio abate,2017,4.0,0.0,0,29
igor lewczuk,2017,4.0,0.0,1,38
igor lichnovsky,2016,0.0,0.0,0,3
ikechi anya,2016,0.0,0.0,0,42
ikechukwu uche,2012,0.0,0.0,2,81
ikechukwu uche,2014,20.0,0.0,14,160
ikechukwu uche,2015,8.0,0.0,5,111
ikechukwu uche,2016,0.0,0.0,0,5
insua,2013,0.0,0.0,0,1
ioannis fetfatzidis,2014,4.0,0.0,2,65
ioannis fetfatzidis,2015,0.0,0.0,2,12
isaac cofie,2013,20.0,0.0,2,70
isaac cofie,2014,20.0,0.0,1,36
isaac cofie,2015,12.0,0.0,0,47
isaac cofie,2016,28.0,0.0,0,82
isaac cofie,2017,8.0,0.0,0,20
isaac cuenca,2012,0.0,0.0,2,32
isaac cuenca,2015,4.0,0.0,2,71
isaac cuenca,2016,0.0,0.0,2,25
isaac cuenca,2017,8.0,0.0,1,33
isaac donkor,2015,8.0,0.0,0,13
isaac success,2017,4.0,0.0,1,31
isco,2012,36.0,0.0,5,183
isco,2013,16.0,0.0,9,180
isco,2014,4.0,0.0,8,116
isco,2015,20.0,0.0,4,124
isco,2016,8.0,6.0,3,115
isco,2017,8.0,0.0,4,49
ishak belfodil,2012,4.0,0.0,0,27
ishak belfodil,2013,12.0,0.0,8,152
ishak belfodil,2014,4.0,0.0,0,89
ishak belfodil,2015,16.0,0.0,1,105
isidoro,2012,16.0,0.0,0,36
islam slimani,2017,4.0,0.0,5,62
ismail azzaoui,2016,0.0,0.0,0,1
issa baradji,2014,0.0,0.0,3,12
issa cissokho,2014,12.0,0.0,0,127
issa cissokho,2015,20.0,0.0,0,110
issa cissokho,2016,8.0,0.0,0,21
issa diop,2016,24.0,6.0,1,64
issa diop,2017,16.0,0.0,1,33
issam ben khemis,2017,0.0,0.0,0,4
issiaga sylla,2013,0.0,0.0,1,8
issiaga sylla,2014,16.0,0.0,3,104
issiaga sylla,2015,4.0,0.0,1,28
issiaga sylla,2016,44.0,0.0,1,128
issiaga sylla,2017,20.0,0.0,1,73
issiar dia,2016,0.0,0.0,0,14
issiar dia,2017,8.0,0.0,3,59
iturraspe,2016,4.0,0.0,0,32
iturraspe,2017,8.0,0.0,0,24
ivan cavaleiro,2015,24.0,0.0,3,150
ivan cavaleiro,2016,4.0,0.0,0,32
ivan cavaleiro,2017,0.0,0.0,0,4
ivan radovanovic,2012,28.0,0.0,1,100
ivan radovanovic,2013,12.0,0.0,0,47
ivan radovanovic,2014,20.0,0.0,0,137
ivan radovanovic,2015,36.0,0.0,1,161
ivan radovanovic,2016,32.0,0.0,0,104
ivan radovanovic,2017,20.0,0.0,0,82
ivan santini,2012,0.0,0.0,0,24
ivan santini,2013,4.0,0.0,1,25
ivan santini,2017,24.0,0.0,10,145
ivaylo chochev,2015,16.0,0.0,3,59
ivaylo chochev,2016,24.0,0.0,0,83
ivaylo chochev,2017,12.0,0.0,1,43
iver fossum,2016,0.0,0.0,0,27
ivi,2015,0.0,0.0,0,11
ivo pinto,2016,0.0,0.0,0,25
jaba kankava,2016,48.0,0.0,0,114
jack butland,2015,0.0,0.0,0,3
jack butland,2016,0.0,0.0,0,35
jack colback,2014,16.0,0.0,3,114
jack colback,2015,48.0,0.0,4,166
jack colback,2016,44.0,0.0,1,128
jack cork,2014,20.0,0.0,0,66
jack cork,2015,4.0,0.0,3,74
jack cork,2016,16.0,0.0,2,110
jack cork,2017,8.0,0.0,2,57
jack grealish,2015,0.0,0.0,0,61
jack grealish,2016,4.0,0.0,1,37
jack rodwell,2014,0.0,0.0,0,2
jack rodwell,2015,20.0,0.0,3,85
jack rodwell,2016,20.0,0.0,1,57
jack rodwell,2017,12.0,0.0,0,36
jack stephens,2017,0.0,0.0,0,1
jack wilshere,2014,16.0,0.0,3,74
jack wilshere,2015,16.0,0.0,2,52
jack wilshere,2016,0.0,0.0,0,7
jack wilshere,2017,16.0,0.0,0,78
jacopo sala,2012,8.0,0.0,1,36
jacopo sala,2013,0.0,0.0,0,1
jacopo sala,2014,16.0,0.0,1,41
jacopo sala,2015,16.0,6.0,2,50
jacopo sala,2016,28.0,0.0,0,70
jacopo sala,2017,12.0,0.0,0,34
jacques faty,2013,4.0,0.0,0,32
jacques zoua,2016,4.0,0.0,5,135
jaime romero,2012,4.0,6.0,1,28
jaime romero,2013,8.0,0.0,0,17
jaime romero,2017,0.0,0.0,0,30
jairo,2014,12.0,0.0,4,67
jairo,2015,8.0,0.0,1,39
jak alnwick,2015,0.0,0.0,0,5
jake hesketh,2015,4.0,0.0,0,4
jake livermore,2014,20.0,0.0,3,102
jake livermore,2015,40.0,0.0,1,113
jake livermore,2017,12.0,6.0,1,64
jakob haugaard,2016,0.0,0.0,0,3
jakub jankto,2017,8.0,0.0,2,28
jamaal lascelles,2016,4.0,6.0,2,25
jamel saihi,2012,36.0,0.0,0,107
jamel saihi,2013,20.0,12.0,0,54
jamel saihi,2014,8.0,0.0,0,25
jamel saihi,2015,12.0,0.0,0,57
